minutes_played,matches_per_week,training_minutes,training_intensity,sessions_per_week,fatigue_level,muscle_soreness,sleep_quality,previous_injury,injury_date,recovery_days,training_date,match_date,entry_date,injury_risk
84,3,470,3,7,8,3,1,1,2025-08-07,25,2025-09-10,2025-09-11,2025-09-11,2
84,2,457,3,6,9,3,1,1,2024-12-30,13,2025-02-07,2025-02-07,2025-02-08,2
92,2,491,3,6,10,3,1,1,2025-10-06,21,2025-12-05,2025-12-05,2025-12-06,2
80,2,479,3,7,9,3,1,1,2024-12-10,17,2025-01-11,2025-01-13,2025-01-12,2
66,1,390,2,4,7,2,2,0,,0,2025-02-25,2025-02-25,2025-02-26,1
42,1,184,1,4,2,2,3,0,,0,2025-11-07,2025-11-08,2025-11-08,0
25,0,170,2,2,2,2,3,0,,0,2026-01-20,,2026-01-21,0
87,2,590,3,5,10,3,1,1,2024-12-18,17,2025-01-26,2025-01-28,2025-01-27,2
28,1,223,2,4,4,1,2,0,,0,2025-06-20,2025-06-22,2025-06-21,0
37,1,176,1,2,4,1,3,0,,0,2025-03-07,2025-03-07,2025-03-08,0
93,3,491,3,6,9,3,1,1,2025-05-12,11,2025-06-07,2025-06-09,2025-06-08,2
76,2,377,3,5,6,3,2,0,,0,2025-08-28,2025-08-28,2025-08-29,1
88,2,498,3,7,10,3,1,1,2025-09-15,18,2025-11-10,2025-11-10,2025-11-11,2
67,1,376,3,4,7,2,2,0,,0,2026-01-29,2026-01-30,2026-01-30,1
82,3,501,3,6,10,3,1,1,2025-06-28,24,2025-07-21,2025-07-22,2025-07-22,2
65,1,360,2,5,7,2,2,0,,0,2025-06-23,2025-06-25,2025-06-24,1
20,0,202,2,4,4,1,3,0,,0,2025-05-23,,2025-05-24,0
85,3,498,3,6,10,3,1,1,2025-05-15,9,2025-06-23,2025-06-24,2025-06-24,2
91,2,463,3,6,8,3,1,1,2024-12-27,20,2025-02-10,2025-02-12,2025-02-11,2
92,2,470,3,6,9,3,1,1,2024-12-12,29,2025-01-21,2025-01-22,2025-01-22,2
29,0,253,1,4,4,2,2,0,,0,2025-12-29,,2025-12-30,0
94,2,521,3,5,9,3,1,1,2025-05-12,25,2025-06-02,2025-06-04,2025-06-03,2
66,1,304,2,5,5,2,2,0,,0,2025-11-15,2025-11-16,2025-11-16,1
78,2,343,2,4,6,2,2,1,2025-10-19,24,2025-11-01,2025-11-03,2025-11-02,1
71,2,367,3,5,6,3,2,1,2025-07-17,22,2025-08-07,2025-08-08,2025-08-08,1
29,1,236,2,4,2,1,2,0,,0,2025-01-20,2025-01-22,2025-01-21,0
85,3,503,3,6,9,3,1,1,2025-08-02,24,2025-08-16,2025-08-18,2025-08-17,2
94,3,570,3,5,8,3,1,1,2025-11-28,27,2026-01-03,2026-01-05,2026-01-04,2
84,2,460,3,5,9,3,1,1,2025-05-19,8,2025-06-19,2025-06-19,2025-06-20,2
38,0,234,2,2,3,1,2,0,,0,2025-01-14,,2025-01-15,0
63,2,332,3,5,5,3,2,1,2025-01-22,21,2025-02-11,2025-02-13,2025-02-12,1
78,2,385,3,4,7,3,2,0,,0,2025-11-23,2025-11-25,2025-11-24,1
62,1,390,2,4,5,3,2,1,2025-12-13,16,2026-01-29,2026-01-30,2026-01-30,1
78,2,323,3,4,5,3,2,0,,0,2025-12-30,2026-01-01,2025-12-31,1
90,2,473,3,7,8,3,1,1,2025-08-10,24,2025-09-23,2025-09-24,2025-09-24,2
63,2,414,3,4,5,2,2,0,,0,2026-01-08,2026-01-10,2026-01-09,1
79,1,402,2,5,5,3,2,1,2025-01-31,13,2025-03-03,2025-03-03,2025-03-04,1
33,0,292,2,4,4,1,3,0,,0,2025-01-17,,2025-01-18,0
34,1,173,2,2,3,1,2,0,,0,2025-11-05,2025-11-06,2025-11-06,0
60,2,390,2,4,5,3,2,0,,0,2025-01-27,2025-01-27,2025-01-28,1
95,3,463,3,5,8,3,1,1,2025-07-30,17,2025-09-05,2025-09-07,2025-09-06,2
31,0,252,1,2,2,1,2,0,,0,2025-09-11,,2025-09-12,0
55,1,200,1,2,4,1,3,0,,0,2025-01-14,2025-01-14,2025-01-15,0
87,2,455,3,5,10,3,1,1,2025-05-01,28,2025-06-15,2025-06-15,2025-06-16,2
34,1,229,1,3,1,1,3,0,,0,2026-01-21,2026-01-21,2026-01-22,0
65,2,402,2,4,7,2,2,0,,0,2025-09-24,2025-09-24,2025-09-25,1
67,1,302,2,5,5,3,2,0,,0,2025-09-11,2025-09-12,2025-09-12,1
62,2,374,2,4,6,3,2,0,,0,2025-07-18,2025-07-19,2025-07-19,1
75,1,386,3,4,6,2,2,0,,0,2025-12-23,2025-12-24,2025-12-24,1
84,2,503,3,6,9,3,1,1,2025-10-29,13,2025-11-18,2025-11-19,2025-11-19,2
34,1,275,2,4,4,2,3,0,,0,2025-07-28,2025-07-30,2025-07-29,0
95,2,538,3,7,8,3,1,1,2025-07-08,14,2025-08-05,2025-08-06,2025-08-06,2
83,3,593,3,5,8,3,1,1,2025-12-07,11,2025-12-29,2025-12-29,2025-12-30,2
68,1,368,2,5,6,3,2,1,2025-02-28,27,2025-03-27,2025-03-29,2025-03-28,1
65,2,312,2,4,6,3,2,0,,0,2026-01-07,2026-01-08,2026-01-08,1
68,1,356,2,5,5,2,2,0,,0,2026-01-18,2026-01-19,2026-01-19,1
70,2,304,2,4,5,2,2,1,2025-06-09,15,2025-07-25,2025-07-25,2025-07-26,1
75,2,400,3,4,7,3,2,1,2024-12-31,20,2025-02-22,2025-02-23,2025-02-23,1
87,3,594,3,7,9,3,1,1,2025-02-13,22,2025-04-11,2025-04-12,2025-04-12,2
94,3,537,3,5,10,3,1,1,2025-11-06,19,2025-12-09,2025-12-09,2025-12-10,2
61,1,307,3,4,5,2,2,1,2025-10-04,16,2025-10-24,2025-10-24,2025-10-25,1
72,2,419,2,5,5,3,2,1,2025-05-03,9,2025-05-27,2025-05-27,2025-05-28,1
74,2,360,3,4,5,3,2,0,,0,2026-01-01,2026-01-01,2026-01-02,1
41,0,231,1,4,1,1,2,0,,0,2025-04-23,,2025-04-24,0
63,2,353,2,4,6,3,2,0,,0,2025-02-17,2025-02-18,2025-02-18,1
85,3,502,3,7,9,3,1,1,2025-05-17,20,2025-06-10,2025-06-10,2025-06-11,2
75,1,409,3,4,6,3,2,0,,0,2025-03-12,2025-03-13,2025-03-13,1
88,3,475,3,7,10,3,1,1,2025-06-05,11,2025-07-08,2025-07-10,2025-07-09,2
40,0,259,1,4,2,2,3,0,,0,2026-01-15,,2026-01-16,0
41,0,243,1,3,3,2,3,0,,0,2025-07-27,,2025-07-28,0
64,1,364,3,5,7,3,2,1,2025-04-11,21,2025-05-26,2025-05-27,2025-05-27,1
33,0,283,1,4,3,1,3,0,,0,2025-06-15,,2025-06-16,0
64,2,374,2,4,5,3,2,1,2024-11-26,16,2025-01-25,2025-01-25,2025-01-26,1
67,1,398,3,5,6,2,2,1,2025-08-04,26,2025-09-22,2025-09-22,2025-09-23,1
20,1,162,2,4,2,2,2,0,,0,2025-06-30,2025-06-30,2025-07-01,0
77,1,372,3,4,7,3,2,0,,0,2025-01-15,2025-01-15,2025-01-16,1
75,1,382,3,4,5,2,2,0,,0,2025-06-10,2025-06-12,2025-06-11,1
75,1,379,3,4,7,3,2,1,2025-06-27,26,2025-08-11,2025-08-11,2025-08-12,1
78,1,309,3,5,7,2,2,1,2025-07-11,17,2025-08-23,2025-08-23,2025-08-24,1
29,0,268,2,2,1,2,2,0,,0,2025-12-03,,2025-12-04,0
56,1,169,2,3,1,1,3,0,,0,2025-07-28,2025-07-30,2025-07-29,0
85,3,520,3,6,8,3,1,1,2025-08-20,24,2025-09-22,2025-09-22,2025-09-23,2
68,2,377,3,5,7,3,2,0,,0,2025-05-23,2025-05-25,2025-05-24,1
47,1,236,1,3,3,1,3,0,,0,2025-04-24,2025-04-25,2025-04-25,0
61,2,343,2,4,7,2,2,1,2026-01-01,15,2026-01-24,2026-01-26,2026-01-25,1
49,0,282,1,2,3,2,3,0,,0,2026-01-23,,2026-01-24,0
95,3,515,3,6,10,3,1,1,2025-06-28,9,2025-08-12,2025-08-14,2025-08-13,2
60,0,220,1,2,1,1,3,0,,0,2025-02-20,,2025-02-21,0
23,0,258,2,2,1,2,3,0,,0,2026-01-30,,2026-01-31,0
45,0,157,2,3,1,2,3,0,,0,2025-02-27,,2025-02-28,0
86,2,518,3,6,8,3,1,1,2025-01-04,16,2025-02-21,2025-02-21,2025-02-22,2
95,3,505,3,5,10,3,1,1,2025-03-08,22,2025-03-25,2025-03-26,2025-03-26,2
64,1,355,3,4,6,3,2,1,2025-12-16,12,2026-01-29,2026-01-31,2026-01-30,1
82,2,520,3,6,8,3,1,1,2025-12-22,25,2026-01-05,2026-01-06,2026-01-06,2
84,2,512,3,5,9,3,1,1,2025-01-12,9,2025-03-05,2025-03-07,2025-03-06,2
36,1,279,2,3,3,1,3,0,,0,2025-05-10,2025-05-10,2025-05-11,0
92,2,460,3,6,9,3,1,1,2025-11-22,19,2025-12-24,2025-12-24,2025-12-25,2
82,3,560,3,5,8,3,1,1,2025-10-03,14,2025-11-16,2025-11-18,2025-11-17,2
93,3,559,3,5,8,3,1,1,2025-11-26,25,2025-12-24,2025-12-24,2025-12-25,2
78,2,305,2,4,5,3,2,1,2025-07-26,24,2025-08-24,2025-08-24,2025-08-25,1
86,2,489,3,7,10,3,1,1,2025-02-15,19,2025-03-02,2025-03-03,2025-03-03,2
69,2,331,3,5,6,3,2,0,,0,2025-07-23,2025-07-25,2025-07-24,1
78,1,387,2,4,7,2,2,0,,0,2025-08-16,2025-08-16,2025-08-17,1
53,1,187,2,2,3,2,3,0,,0,2025-03-30,2025-03-30,2025-03-31,0
76,1,374,3,4,6,2,2,1,2025-02-10,21,2025-04-09,2025-04-10,2025-04-10,1
77,1,364,3,5,5,3,2,1,2025-12-06,29,2026-01-15,2026-01-15,2026-01-16,1
93,3,490,3,7,8,3,1,1,2025-12-22,13,2026-02-01,2026-02-03,2026-02-02,2
70,1,323,2,4,7,3,2,1,2025-12-25,17,2026-01-26,2026-01-27,2026-01-27,1
25,0,263,1,4,2,2,3,0,,0,2025-11-30,,2025-12-01,0
89,3,545,3,6,8,3,1,1,2025-06-06,20,2025-07-13,2025-07-13,2025-07-14,2
84,3,544,3,5,8,3,1,1,2025-09-21,16,2025-11-05,2025-11-06,2025-11-06,2
34,0,214,1,4,4,1,2,0,,0,2025-02-05,,2025-02-06,0
83,2,528,3,6,10,3,1,1,2025-09-15,25,2025-10-12,2025-10-13,2025-10-13,2
91,3,534,3,7,9,3,1,1,2025-06-22,28,2025-07-23,2025-07-24,2025-07-24,2
56,0,279,2,2,2,2,3,0,,0,2025-07-29,,2025-07-30,0
85,2,457,3,5,10,3,1,1,2025-06-28,22,2025-08-03,2025-08-04,2025-08-04,2
29,1,172,2,3,2,1,3,0,,0,2025-08-30,2025-08-30,2025-08-31,0
31,0,292,2,4,2,1,2,0,,0,2025-07-10,,2025-07-11,0
47,1,267,2,3,4,1,2,0,,0,2025-12-19,2025-12-19,2025-12-20,0
80,2,480,3,5,10,3,1,1,2026-01-15,8,2026-02-01,2026-02-02,2026-02-02,2
71,2,372,3,5,6,2,2,1,2025-04-11,22,2025-04-27,2025-04-28,2025-04-28,1
67,2,415,2,5,7,3,2,0,,0,2025-02-03,2025-02-03,2025-02-04,1
54,0,254,2,2,4,1,3,0,,0,2025-09-07,,2025-09-08,0
79,1,398,2,5,7,3,2,0,,0,2025-01-18,2025-01-19,2025-01-19,1
56,1,194,2,2,4,1,2,0,,0,2025-05-25,2025-05-25,2025-05-26,0
94,2,545,3,6,8,3,1,1,2025-06-30,10,2025-08-16,2025-08-17,2025-08-17,2
78,2,385,2,5,6,3,2,0,,0,2025-05-24,2025-05-25,2025-05-25,1
88,3,555,3,5,8,3,1,1,2025-02-28,23,2025-04-12,2025-04-14,2025-04-13,2
93,2,561,3,7,8,3,1,1,2025-04-19,20,2025-06-10,2025-06-11,2025-06-11,2
87,3,554,3,7,9,3,1,1,2025-06-03,17,2025-07-19,2025-07-19,2025-07-20,2
41,1,213,1,4,4,2,3,0,,0,2025-02-27,2025-02-27,2025-02-28,0
52,1,264,1,4,4,2,2,0,,0,2025-12-18,2025-12-19,2025-12-19,0
85,3,457,3,6,8,3,1,1,2025-05-10,7,2025-05-30,2025-05-30,2025-05-31,2
90,2,461,3,5,9,3,1,1,2025-12-11,28,2026-01-01,2026-01-03,2026-01-02,2
62,1,414,2,5,7,3,2,0,,0,2025-10-20,2025-10-20,2025-10-21,1
75,2,385,3,4,7,3,2,0,,0,2025-12-28,2025-12-28,2025-12-29,1
83,2,490,3,6,10,3,1,1,2025-01-31,23,2025-03-26,2025-03-27,2025-03-27,2
84,2,506,3,6,10,3,1,1,2025-10-11,23,2025-10-30,2025-10-30,2025-10-31,2
86,2,470,3,7,10,3,1,1,2025-04-25,13,2025-05-25,2025-05-26,2025-05-26,2
90,2,498,3,5,8,3,1,1,2025-06-20,14,2025-08-02,2025-08-04,2025-08-03,2
44,1,289,1,3,3,2,2,0,,0,2025-01-17,2025-01-19,2025-01-18,0
67,1,343,2,4,5,3,2,0,,0,2025-08-03,2025-08-03,2025-08-04,1
69,2,367,3,5,6,2,2,1,2025-11-19,18,2025-12-31,2025-12-31,2026-01-01,1
48,0,159,1,4,2,2,2,0,,0,2025-12-09,,2025-12-10,0
84,2,452,3,6,8,3,1,1,2025-05-01,27,2025-05-31,2025-06-01,2025-06-01,2
64,2,417,2,4,7,3,2,0,,0,2025-07-13,2025-07-15,2025-07-14,1
84,2,577,3,5,9,3,1,1,2025-03-12,30,2025-04-10,2025-04-11,2025-04-11,2
66,2,398,3,4,7,2,2,1,2025-06-15,23,2025-06-27,2025-06-27,2025-06-28,1
23,0,158,1,2,4,1,3,0,,0,2025-07-04,,2025-07-05,0
75,2,320,3,4,7,3,2,1,2025-06-26,16,2025-07-30,2025-07-30,2025-07-31,1
37,1,205,2,3,4,1,2,0,,0,2025-06-21,2025-06-21,2025-06-22,0
93,3,539,3,6,8,3,1,1,2025-02-12,16,2025-03-28,2025-03-28,2025-03-29,2
88,3,523,3,7,8,3,1,1,2025-03-23,13,2025-04-29,2025-04-29,2025-04-30,2
76,2,416,3,5,7,3,2,0,,0,2025-10-29,2025-10-31,2025-10-30,1
95,3,472,3,7,9,3,1,1,2025-07-27,8,2025-08-07,2025-08-07,2025-08-08,2
52,1,231,2,2,1,1,3,0,,0,2025-09-27,2025-09-28,2025-09-28,0
85,2,486,3,6,8,3,1,1,2025-04-26,10,2025-06-23,2025-06-24,2025-06-24,2
80,3,554,3,7,10,3,1,1,2025-08-26,7,2025-09-29,2025-09-29,2025-09-30,2
50,1,289,2,4,2,2,3,0,,0,2025-01-17,2025-01-18,2025-01-18,0
78,1,343,2,4,6,2,2,1,2025-07-23,10,2025-08-07,2025-08-09,2025-08-08,1
87,2,564,3,6,9,3,1,1,2025-03-20,24,2025-04-28,2025-04-28,2025-04-29,2
76,1,394,3,4,5,3,2,0,,0,2025-05-04,2025-05-05,2025-05-05,1
93,3,537,3,7,9,3,1,1,2024-11-21,7,2025-01-02,2025-01-04,2025-01-03,2
46,0,208,1,3,3,1,3,0,,0,2025-02-24,,2025-02-25,0
58,1,236,1,4,2,1,3,0,,0,2025-04-15,2025-04-16,2025-04-16,0
83,2,532,3,6,8,3,1,1,2025-07-02,23,2025-08-06,2025-08-08,2025-08-07,2
87,3,581,3,6,9,3,1,1,2025-10-08,22,2025-11-01,2025-11-02,2025-11-02,2
31,0,293,2,3,4,2,3,0,,0,2025-01-05,,2025-01-06,0
29,1,231,1,3,1,2,2,0,,0,2026-01-12,2026-01-14,2026-01-13,0
90,2,468,3,5,8,3,1,1,2025-06-07,11,2025-07-15,2025-07-17,2025-07-16,2
44,0,194,2,2,1,2,2,0,,0,2025-06-03,,2025-06-04,0
20,1,262,1,3,2,1,2,0,,0,2026-01-25,2026-01-26,2026-01-26,0
85,2,574,3,5,8,3,1,1,2024-11-15,26,2025-01-14,2025-01-16,2025-01-15,2
85,3,544,3,7,9,3,1,1,2025-01-25,18,2025-03-12,2025-03-12,2025-03-13,2
91,2,501,3,5,8,3,1,1,2025-12-02,20,2026-01-31,2026-02-02,2026-02-01,2
54,0,268,1,4,1,1,2,0,,0,2025-04-05,,2025-04-06,0
28,0,180,1,4,2,1,2,0,,0,2025-04-02,,2025-04-03,0
77,1,350,2,5,5,3,2,0,,0,2025-01-27,2025-01-27,2025-01-28,1
44,0,268,2,2,2,2,2,0,,0,2025-02-10,,2025-02-11,0
72,2,407,3,4,5,3,2,0,,0,2025-02-17,2025-02-17,2025-02-18,1
90,3,479,3,7,10,3,1,1,2025-06-25,17,2025-07-19,2025-07-21,2025-07-20,2
93,2,462,3,7,10,3,1,1,2025-11-19,24,2026-01-15,2026-01-15,2026-01-16,2
71,2,349,3,4,6,3,2,1,2025-10-25,13,2025-11-08,2025-11-10,2025-11-09,1
28,1,259,2,4,1,2,2,0,,0,2025-09-20,2025-09-20,2025-09-21,0
91,2,488,3,5,10,3,1,1,2024-12-29,20,2025-02-09,2025-02-11,2025-02-10,2
95,3,450,3,5,9,3,1,1,2025-07-23,13,2025-09-20,2025-09-20,2025-09-21,2
74,1,418,2,4,7,2,2,1,2025-09-29,27,2025-10-16,2025-10-17,2025-10-17,1
83,3,504,3,5,9,3,1,1,2025-11-20,21,2025-12-23,2025-12-23,2025-12-24,2
77,2,395,3,5,6,2,2,1,2024-12-13,16,2025-02-08,2025-02-10,2025-02-09,1
54,0,194,2,2,4,2,2,0,,0,2025-03-02,,2025-03-03,0
24,0,243,2,3,2,1,2,0,,0,2025-10-21,,2025-10-22,0
95,3,512,3,6,10,3,1,1,2025-06-12,21,2025-07-12,2025-07-13,2025-07-13,2
26,0,204,2,3,1,1,3,0,,0,2025-09-02,,2025-09-03,0
78,2,332,3,5,6,3,2,1,2025-04-07,20,2025-05-17,2025-05-18,2025-05-18,1
61,2,305,2,4,6,3,2,0,,0,2025-02-21,2025-02-23,2025-02-22,1
90,2,571,3,5,9,3,1,1,2025-04-29,27,2025-06-11,2025-06-13,2025-06-12,2
90,3,597,3,5,9,3,1,1,2025-09-07,29,2025-10-23,2025-10-25,2025-10-24,2
25,1,208,2,2,4,1,3,0,,0,2025-01-21,2025-01-23,2025-01-22,0
63,2,386,2,4,7,2,2,0,,0,2025-09-16,2025-09-18,2025-09-17,1
80,1,347,2,5,6,3,2,1,2025-02-26,21,2025-04-21,2025-04-22,2025-04-22,1
62,2,371,2,4,7,2,2,1,2025-03-05,23,2025-04-01,2025-04-03,2025-04-02,1
72,1,417,2,4,6,3,2,0,,0,2025-05-12,2025-05-12,2025-05-13,1
90,3,572,3,7,10,3,1,1,2025-10-21,24,2025-11-08,2025-11-08,2025-11-09,2
65,1,350,2,5,5,3,2,1,2025-04-06,8,2025-05-16,2025-05-16,2025-05-17,1
45,0,207,2,3,1,1,2,0,,0,2025-09-03,,2025-09-04,0
51,0,161,2,2,3,1,3,0,,0,2025-11-07,,2025-11-08,0
30,1,235,2,3,1,1,3,0,,0,2025-11-22,2025-11-24,2025-11-23,0
87,2,521,3,6,8,3,1,1,2025-11-12,29,2025-12-10,2025-12-12,2025-12-11,2
65,2,313,2,4,6,3,2,1,2025-08-28,13,2025-10-03,2025-10-05,2025-10-04,1
86,3,457,3,6,10,3,1,1,2025-06-26,29,2025-08-09,2025-08-09,2025-08-10,2
40,1,267,2,4,2,2,3,0,,0,2025-03-22,2025-03-24,2025-03-23,0
28,0,152,1,4,4,1,3,0,,0,2025-10-25,,2025-10-26,0
20,1,206,2,2,4,1,2,0,,0,2025-05-08,2025-05-10,2025-05-09,0
85,2,577,3,5,9,3,1,1,2025-03-10,12,2025-04-19,2025-04-21,2025-04-20,2
89,2,477,3,7,10,3,1,1,2025-10-06,17,2025-11-01,2025-11-03,2025-11-02,2
87,3,496,3,5,10,3,1,1,2025-07-28,20,2025-09-19,2025-09-21,2025-09-20,2
66,1,326,3,4,6,3,2,1,2026-01-05,20,2026-02-03,2026-02-05,2026-02-04,1
22,0,263,2,3,1,2,2,0,,0,2025-03-18,,2025-03-19,0
65,2,364,2,5,5,2,2,0,,0,2025-08-16,2025-08-16,2025-08-17,1
64,2,385,2,5,5,2,2,1,2025-05-06,23,2025-07-05,2025-07-05,2025-07-06,1
95,3,580,3,6,9,3,1,1,2025-03-23,14,2025-04-18,2025-04-18,2025-04-19,2
27,0,186,2,3,3,2,3,0,,0,2025-03-21,,2025-03-22,0
68,2,374,3,4,6,3,2,1,2025-11-04,9,2025-11-29,2025-12-01,2025-11-30,1
57,1,156,1,3,2,2,3,0,,0,2025-06-05,2025-06-07,2025-06-06,0
25,0,265,1,3,1,2,3,0,,0,2026-01-26,,2026-01-27,0
63,2,365,3,4,7,3,2,0,,0,2025-09-04,2025-09-04,2025-09-05,1
33,0,239,1,2,1,2,3,0,,0,2025-07-06,,2025-07-07,0
54,1,254,2,2,2,2,3,0,,0,2025-09-29,2025-09-29,2025-09-30,0
80,2,315,3,5,5,2,2,0,,0,2025-06-17,2025-06-19,2025-06-18,1
64,2,366,2,4,6,2,2,0,,0,2025-12-20,2025-12-20,2025-12-21,1
84,3,458,3,7,8,3,1,1,2025-04-23,19,2025-06-07,2025-06-09,2025-06-08,2
77,2,371,3,5,5,3,2,1,2025-09-08,21,2025-10-15,2025-10-16,2025-10-16,1
95,3,560,3,5,9,3,1,1,2025-07-14,26,2025-08-29,2025-08-31,2025-08-30,2
85,2,593,3,6,9,3,1,1,2025-03-23,30,2025-04-12,2025-04-12,2025-04-13,2
40,1,161,1,2,4,2,3,0,,0,2025-09-05,2025-09-07,2025-09-06,0
89,3,484,3,5,10,3,1,1,2025-08-19,9,2025-10-04,2025-10-04,2025-10-05,2
95,2,552,3,5,10,3,1,1,2025-07-05,27,2025-08-26,2025-08-26,2025-08-27,2
48,0,237,2,4,4,2,3,0,,0,2025-02-12,,2025-02-13,0
74,1,330,3,4,5,2,2,0,,0,2025-10-22,2025-10-23,2025-10-23,1
76,1,304,2,4,6,3,2,0,,0,2025-08-12,2025-08-14,2025-08-13,1
72,1,381,2,5,7,3,2,1,2025-11-26,29,2025-12-11,2025-12-11,2025-12-12,1
72,2,384,3,4,7,3,2,1,2025-02-24,20,2025-03-08,2025-03-09,2025-03-09,1
50,0,171,2,2,1,1,2,0,,0,2025-12-14,,2025-12-15,0
60,2,394,2,5,6,2,2,0,,0,2025-01-01,2025-01-03,2025-01-02,1
55,1,263,1,4,4,1,3,0,,0,2025-02-22,2025-02-24,2025-02-23,0
28,1,175,2,4,3,2,3,0,,0,2025-09-26,2025-09-27,2025-09-27,0
24,1,192,2,4,2,1,2,0,,0,2025-06-12,2025-06-14,2025-06-13,0
63,1,407,2,5,6,2,2,0,,0,2025-10-30,2025-10-30,2025-10-31,1
84,2,587,3,6,8,3,1,1,2025-08-28,8,2025-09-13,2025-09-13,2025-09-14,2
68,2,339,3,4,5,2,2,1,2025-10-29,29,2025-12-08,2025-12-09,2025-12-09,1
39,1,204,1,2,1,1,3,0,,0,2025-01-06,2025-01-06,2025-01-07,0
84,3,590,3,5,9,3,1,1,2025-02-24,13,2025-04-09,2025-04-10,2025-04-10,2
47,0,284,2,4,1,2,3,0,,0,2025-07-11,,2025-07-12,0
69,1,357,2,5,7,2,2,0,,0,2025-06-09,2025-06-09,2025-06-10,1
67,1,332,3,5,6,2,2,0,,0,2025-02-01,2025-02-01,2025-02-02,1
49,1,284,1,3,1,1,2,0,,0,2025-08-12,2025-08-13,2025-08-13,0
86,2,534,3,6,9,3,1,1,2025-10-21,7,2025-11-10,2025-11-10,2025-11-11,2
72,1,314,3,4,7,3,2,0,,0,2025-09-21,2025-09-23,2025-09-22,1
33,0,268,2,3,3,2,3,0,,0,2026-01-23,,2026-01-24,0
62,1,318,2,5,6,3,2,0,,0,2025-04-16,2025-04-16,2025-04-17,1
80,1,365,2,4,5,2,2,0,,0,2025-04-29,2025-05-01,2025-04-30,1
77,2,315,2,4,5,3,2,0,,0,2025-01-21,2025-01-21,2025-01-22,1
74,1,323,2,5,7,3,2,1,2025-04-14,24,2025-06-03,2025-06-04,2025-06-04,1
84,3,592,3,5,9,3,1,1,2025-05-03,17,2025-06-04,2025-06-05,2025-06-05,2
44,1,170,2,4,4,1,2,0,,0,2025-06-28,2025-06-28,2025-06-29,0
42,1,235,1,4,3,1,2,0,,0,2025-08-13,2025-08-15,2025-08-14,0
68,1,420,2,5,7,3,2,0,,0,2026-01-18,2026-01-18,2026-01-19,1
64,2,399,2,4,6,3,2,1,2025-03-20,13,2025-05-02,2025-05-03,2025-05-03,1
35,0,215,1,3,4,2,3,0,,0,2025-06-12,,2025-06-13,0
40,0,250,1,3,4,2,3,0,,0,2025-07-19,,2025-07-20,0
28,1,296,1,2,1,2,2,0,,0,2026-01-05,2026-01-07,2026-01-06,0
28,1,175,2,4,2,1,2,0,,0,2025-01-22,2025-01-23,2025-01-23,0
70,1,395,2,5,7,2,2,1,2025-10-27,17,2025-11-13,2025-11-13,2025-11-14,1
30,1,229,2,4,4,2,3,0,,0,2025-09-15,2025-09-17,2025-09-16,0
85,3,457,3,5,8,3,1,1,2025-03-29,16,2025-05-22,2025-05-22,2025-05-23,2
65,1,342,3,5,5,3,2,1,2025-10-23,12,2025-12-05,2025-12-05,2025-12-06,1
69,1,400,3,5,6,2,2,0,,0,2025-01-04,2025-01-04,2025-01-05,1
81,2,456,3,7,8,3,1,1,2024-12-30,7,2025-02-21,2025-02-22,2025-02-22,2
80,2,489,3,7,10,3,1,1,2025-02-25,29,2025-04-26,2025-04-28,2025-04-27,2
94,3,585,3,7,10,3,1,1,2025-07-19,17,2025-09-12,2025-09-14,2025-09-13,2
54,0,268,1,4,4,2,3,0,,0,2025-02-20,,2025-02-21,0
69,1,317,2,4,6,3,2,0,,0,2025-01-21,2025-01-22,2025-01-22,1
69,2,405,3,4,6,2,2,0,,0,2025-11-07,2025-11-07,2025-11-08,1
74,1,325,3,4,5,3,2,1,2025-08-06,27,2025-09-16,2025-09-18,2025-09-17,1
88,3,547,3,7,10,3,1,1,2025-04-21,11,2025-05-17,2025-05-17,2025-05-18,2
92,2,461,3,7,9,3,1,1,2025-06-01,29,2025-06-26,2025-06-28,2025-06-27,2
85,3,513,3,6,9,3,1,1,2025-12-11,9,2026-01-07,2026-01-08,2026-01-08,2
92,3,466,3,7,10,3,1,1,2025-12-21,22,2026-01-17,2026-01-18,2026-01-18,2
62,2,383,2,5,6,2,2,0,,0,2025-06-05,2025-06-06,2025-06-06,1
63,1,346,3,5,6,2,2,0,,0,2026-01-03,2026-01-05,2026-01-04,1
82,2,599,3,7,8,3,1,1,2025-01-31,17,2025-03-12,2025-03-14,2025-03-13,2
92,3,470,3,7,10,3,1,1,2025-08-29,28,2025-10-09,2025-10-11,2025-10-10,2
61,1,311,3,5,7,2,2,1,2025-05-18,13,2025-06-09,2025-06-09,2025-06-10,1
67,1,400,3,5,7,2,2,1,2025-06-25,19,2025-07-26,2025-07-27,2025-07-27,1
40,1,165,1,2,1,2,3,0,,0,2025-01-21,2025-01-21,2025-01-22,0
31,1,178,1,2,3,2,3,0,,0,2025-07-16,2025-07-16,2025-07-17,0
49,1,289,1,2,1,1,2,0,,0,2025-09-23,2025-09-25,2025-09-24,0
85,2,453,3,7,10,3,1,1,2025-03-30,22,2025-05-10,2025-05-12,2025-05-11,2
47,0,161,2,3,3,1,2,0,,0,2025-03-08,,2025-03-09,0
62,1,335,2,5,6,2,2,1,2025-11-13,7,2026-01-07,2026-01-09,2026-01-08,1
20,0,273,2,3,2,2,3,0,,0,2025-06-26,,2025-06-27,0
